nasabah,tunaiATM,nontunaiATM,internet,debitbelanja,usia17_25,usia26_55,usia56,saldoharian,jeniskelamin
6694,8,0,0,7,0,1,0,1.522968952,1
6695,9,1,1,0,0,0,1,0.661190786,1
6696,10,2,1,0,1,0,0,0.869983124,0
6697,2,3,0,11,0,1,0,5.487449822,0
6698,13,0,4,9,0,1,0,1.09936003,0
6699,7,0,2,10,0,1,0,1.286016799,0
6700,6,1,1,8,0,1,0,1.589978234,0
6701,6,1,2,2,1,0,0,0.44567817,1
6702,7,0,1,1,0,0,1,0.721934729,0
6703,0,2,7,3,0,1,0,20.64367825,1
6704,7,2,0,0,1,0,0,0.734001253,1
6705,3,2,0,9,1,0,0,2.552160779,0
6706,11,1,1,9,0,1,0,1.372305605,0
6707,11,1,1,8,0,0,1,1.697533723,0
6708,3,5,2,9,0,1,0,1.526590956,0
6709,11,0,0,0,0,0,1,0.301474042,1
6710,7,0,2,9,0,1,0,1.944914583,0
6711,10,1,1,11,0,1,0,1.086051881,0
6712,10,0,1,11,0,1,0,1.668814832,1
6713,8,1,2,1,0,0,1,0.806045411,0
6714,12,0,1,0,0,0,1,0.766386943,1
6715,9,0,0,8,0,1,0,0.688305139,0
6716,11,2,2,1,1,0,0,0.794234603,1
6717,7,0,1,1,0,1,0,0.614394377,1
6718,8,1,0,1,0,0,1,0.634664551,0
6719,8,0,2,7,0,1,0,1.756115841,0
6720,11,0,0,1,0,0,1,0.857680389,1
6721,10,1,2,1,1,0,0,0.892974792,0
6722,10,0,0,0,1,0,0,0.577160932,1
6723,0,2,3,1,0,1,0,15.51356653,1
6724,9,1,0,1,0,0,1,0.477719724,0
6725,12,2,0,1,0,0,1,0.637405927,0
6726,9,1,3,1,1,0,0,0.819511939,0
6727,8,2,1,0,1,0,0,0.856671131,1
6728,8,0,1,1,0,0,1,0.427203655,0
6729,0,0,2,12,0,1,0,5.63650676,0
6730,2,5,0,12,0,1,0,5.201031553,1
6731,4,1,3,6,0,1,0,0.898637475,1
6732,9,4,1,8,0,0,1,1.550866646,0
6733,10,0,0,13,0,1,0,0.534369298,1
6734,11,2,0,9,0,1,0,0.657925233,1
6735,11,2,2,3,1,0,0,0.346120076,1
6736,8,1,0,9,0,0,1,1.406957627,1
6737,6,0,2,1,1,0,0,0.878599728,1
6738,9,0,2,12,0,1,0,0.981367197,0
6739,9,1,1,7,0,1,0,0.955871765,0
6740,9,2,2,0,0,0,1,0.763719666,0
6741,9,0,3,9,0,1,0,0.705194699,0
6742,9,1,2,0,1,0,0,0.696898939,1
6743,13,1,0,2,1,0,0,0.580654408,1
6744,10,1,2,0,1,0,0,0.891846187,1
6745,13,0,2,1,0,1,0,0.512197982,0
6746,7,2,0,2,1,0,0,0.431879708,1
6747,5,6,2,10,0,1,0,4.173577356,1
6748,10,3,1,1,0,1,0,0.451553186,1
6749,9,0,0,8,0,1,0,1.041921931,1
6750,8,0,4,1,1,0,0,0.622610356,1
6751,3,3,2,9,0,1,0,3.45465818,0
6752,3,0,3,11,1,0,0,5.217546412,0
6753,10,1,2,8,0,0,1,1.042186571,0
6754,4,3,1,13,0,1,0,3.253354517,1
6755,9,1,2,1,1,0,0,0.466829203,0
6756,2,5,1,12,0,1,0,3.875976241,0
6757,10,1,0,9,0,1,0,0.525750641,0
6758,7,2,3,12,1,0,0,0.671799354,1
6759,9,0,0,1,1,0,0,0.850296038,0
6760,10,1,0,2,0,0,1,0.860143813,0
6761,8,1,0,0,1,0,0,0.395704963,0
6762,9,0,1,10,0,0,1,1.133273897,1
6763,11,0,2,1,0,0,1,0.648297045,0
6764,2,1,1,10,0,1,0,5.511494504,1
6765,11,1,1,9,0,1,0,1.34501243,0
6766,8,1,0,1,0,0,1,0.338985077,1
6767,2,4,1,12,0,0,1,1.143711463,1
6768,1,7,7,5,0,1,0,25.40010453,1
6769,4,5,1,10,1,0,0,4.20524377,1
6770,10,1,1,12,0,1,0,1.145592646,0
6771,7,0,1,3,1,0,0,0.73538856,0
6772,10,2,4,1,1,0,0,0.56365312,0
6773,10,0,1,0,1,0,0,0.433848824,0
6774,8,2,2,7,0,1,0,1.952718534,0
6775,1,9,2,9,0,1,0,4.22536909,1
6776,3,2,2,10,0,1,0,5.908587269,1
6777,9,2,1,9,0,0,1,1.062569455,0
6778,9,0,1,12,0,0,1,0.595239326,1
6779,9,2,0,12,1,0,0,1.257124993,0
6780,8,1,1,10,0,1,0,0.959063083,1
6781,11,3,0,9,0,1,0,1.577584867,0
6782,6,1,1,8,0,0,1,0.662037546,0
6783,9,0,1,11,0,0,1,0.647291074,0
6784,10,0,1,9,0,1,0,1.627527973,1
6785,2,4,1,9,0,1,0,3.863933719,1
6786,2,3,0,10,0,1,0,1.83995198,0
6787,12,1,1,1,1,0,0,0.775094141,1
6788,11,1,1,2,0,1,0,0.890977716,1
6789,12,0,2,5,0,1,0,0.664203374,0
6790,7,3,2,12,0,1,0,1.786641455,0
6791,11,0,2,10,0,1,0,0.894254893,0
6792,7,3,2,3,0,1,0,0.663599567,0
6793,9,1,0,0,0,0,1,0.811522942,0
6794,7,1,2,2,0,0,1,0.489659706,0
6795,3,2,1,9,1,0,0,3.166677624,1
6796,1,3,2,12,1,0,0,5.441772684,1
6797,2,7,2,12,0,1,0,4.495286584,0
6798,6,3,2,0,0,0,1,0.357642591,0
6799,9,1,1,0,0,0,1,0.712448033,1
6800,11,1,1,8,0,1,0,1.467322499,0
6801,4,3,0,11,1,0,0,1.535856209,0
6802,2,2,0,9,0,1,0,2.590225328,1
6803,9,0,1,11,0,1,0,0.873528818,0
6804,9,1,0,2,1,0,0,0.60322219,1
6805,13,0,2,2,0,0,1,0.825430721,1
6806,12,0,3,0,0,1,0,0.693502596,1
6807,10,1,0,10,0,0,1,0.586090575,0
6808,4,1,0,13,0,1,0,1.731333501,0
6809,8,2,3,0,0,1,0,0.627054373,1
6810,9,0,0,10,0,1,0,0.652064063,1
6811,9,1,3,9,0,1,0,1.330126291,1
6812,11,2,1,10,0,1,0,0.744892152,0
6813,8,2,0,13,0,1,0,1.729320436,1
6814,12,1,1,10,0,1,0,1.422011227,0
6815,3,5,2,8,0,1,0,1.304468707,0
6816,9,1,2,10,0,1,0,1.767987685,1
6817,11,1,0,10,0,1,0,1.740154919,0
6818,8,1,1,9,0,1,0,1.848792797,0
6819,5,5,0,9,0,1,0,4.636485024,0
6820,8,1,0,0,1,0,0,0.552722622,1
6821,11,1,1,6,0,1,0,1.195020503,0
6822,9,1,2,1,1,0,0,0.410711348,0
6823,6,2,0,12,1,0,0,4.766945688,0
6824,8,0,1,7,0,1,0,1.713184979,0
6825,1,7,0,12,1,0,0,4.17578312,0
6826,2,3,3,3,0,1,0,18.95388218,1
6827,9,1,1,11,0,1,0,0.99187762,0
6828,10,0,1,2,0,0,1,0.816175929,0
6829,9,1,0,0,1,0,0,0.756036229,0
6830,5,0,1,1,0,0,1,0.407006686,1
6831,7,7,2,13,0,1,0,5.947425708,0
6832,10,0,0,8,0,1,0,1.32067305,0
6833,7,0,0,11,0,1,0,0.797720343,0
6834,10,2,0,2,1,0,0,0.824546487,0
6835,8,2,1,1,1,0,0,0.518575072,0
6836,9,3,0,0,1,0,0,0.358874351,1
6837,1,1,4,2,0,1,0,19.11679292,1
6838,10,0,3,2,1,0,0,0.518643455,1
6839,1,6,3,3,0,1,0,12.46331287,1
6840,11,1,2,0,1,0,0,0.810639049,0
6841,11,1,1,1,1,0,0,0.486821624,1
6842,3,1,0,13,0,1,0,5.518455733,1
6843,6,0,3,0,1,0,0,0.371991731,0
6844,11,3,2,13,0,1,0,0.94714523,0
6845,7,1,0,1,1,0,0,0.486403984,0
6846,8,0,1,0,0,0,1,0.359144626,1
6847,9,1,1,2,1,0,0,0.332034776,1
6848,7,1,3,2,0,0,1,0.794771515,0
6849,1,4,1,8,0,0,1,5.243814116,1
6850,10,0,0,7,0,1,0,1.885441245,0
6851,8,0,1,1,0,0,1,0.620606491,0
6852,7,0,0,4,0,0,1,0.384474688,1
6853,4,5,4,11,0,1,0,3.285820185,0
6854,9,3,1,0,1,0,0,0.30820215,0
6855,9,1,1,0,1,0,0,0.66221602,1
6856,8,2,0,1,0,1,0,0.645163141,1
6857,8,1,2,0,1,0,0,0.310237061,1
6858,5,3,2,11,0,1,0,3.407364771,1
6859,9,1,1,8,0,1,0,1.394702638,0
6860,8,2,0,7,0,1,0,1.899687323,0
6861,1,4,6,5,0,0,1,8.00845055,1
6862,3,3,0,13,0,1,0,3.24257956,0
6863,10,0,2,1,0,0,1,0.681152033,0
6864,2,4,0,13,0,1,0,3.069735113,0
6865,8,1,3,11,0,1,0,1.797182016,0
6866,6,1,1,9,1,0,0,1.447836242,0
6867,8,2,1,1,1,0,0,0.792808822,0
6868,9,1,1,6,0,1,0,1.021063241,1
6869,0,8,4,2,0,0,1,18.99275683,0
6870,10,0,1,3,1,0,0,0.892953176,1
6871,5,4,0,9,0,1,0,1.417168187,1
6872,6,0,1,8,0,0,1,1.910649949,0
6873,8,1,0,9,0,1,0,1.88189996,0
6874,9,1,1,0,0,0,1,0.85292957,1
6875,9,1,0,9,0,1,0,1.253640824,1
6876,2,4,0,14,0,1,0,1.398443699,0
6877,9,0,1,0,0,0,1,0.481485136,0
6878,8,0,0,12,0,1,0,1.653433998,0
6879,11,1,0,6,0,1,0,1.865679173,1
6880,9,0,0,2,1,0,0,0.344613158,0
6881,7,4,1,1,0,0,1,0.491200246,1
6882,9,0,1,10,0,1,0,1.116836968,0
6883,0,2,1,11,0,1,0,2.741256772,1
6884,8,0,1,11,0,1,0,0.546242413,0
6885,10,0,3,13,0,1,0,1.019066136,1
6886,5,3,0,13,0,1,0,4.634005176,0
6887,11,1,1,2,0,0,1,0.895896888,0
6888,8,1,0,3,1,0,0,0.880264764,0
6889,10,0,0,1,1,0,0,0.610998998,1
6890,8,1,0,0,0,0,1,0.775692581,1
6891,3,8,0,10,0,1,0,4.454145036,1
6892,1,5,0,11,1,0,0,5.325127203,0
6893,0,1,6,5,0,1,0,27.36082478,1
6894,4,1,0,8,0,0,1,1.413105565,0
6895,6,0,1,2,1,0,0,0.312714134,0
6896,9,2,0,2,1,0,0,0.610491237,0
6897,11,2,1,2,0,1,0,0.67190221,1
6898,2,5,2,11,0,1,0,2.454445327,1
6899,9,2,0,0,0,0,1,0.832247325,1
6900,0,5,8,5,0,1,0,17.20587544,0
6901,9,2,3,0,1,0,0,0.750981815,1
6902,10,0,1,6,1,0,0,1.90971221,0
6903,9,0,1,10,0,1,0,0.818887611,0
6904,1,4,2,10,0,1,0,5.164774609,0
6905,11,0,0,0,0,0,1,0.476192674,1
6906,8,1,0,0,1,0,0,0.749003485,1
6907,7,0,1,2,1,0,0,0.867080129,1
6908,11,0,0,0,0,0,1,0.395376561,1
6909,12,0,0,3,1,0,0,0.41997736,1
6910,9,0,0,8,0,1,0,0.852476297,1
6911,1,3,0,10,0,1,0,1.79257146,1
6912,8,1,4,11,0,1,0,0.613157915,0
6913,2,0,1,10,0,1,0,1.294739224,0
6914,9,1,2,0,0,0,1,0.678668758,1
6915,8,1,2,8,1,0,0,1.197308889,0
6916,1,3,1,15,0,1,0,3.660545332,0
6917,2,6,1,10,0,1,0,3.818898465,1
6918,7,0,1,0,0,0,1,0.890980902,1
6919,3,3,0,10,0,1,0,5.541826047,1
6920,11,0,0,0,0,0,1,0.82828748,0
6921,3,9,1,12,1,0,0,1.3480686,0
6922,6,0,2,12,0,1,0,0.927346252,1
6923,10,1,3,8,0,1,0,0.689508946,1
6924,10,2,0,2,1,0,0,0.369707583,0
6925,3,6,0,12,1,0,0,4.971770968,1
6926,4,2,2,10,0,1,0,4.628682933,0
6927,10,1,2,0,0,0,1,0.506721493,0
6928,10,0,0,2,1,0,0,0.336727463,0
6929,11,0,3,10,0,1,0,0.593980018,0
6930,8,3,1,1,1,0,0,0.678195773,0
6931,0,5,1,7,0,1,0,1.957979888,0
6932,0,4,6,4,0,1,0,18.52221885,1
6933,9,0,1,0,0,1,0,0.479357454,0
6934,2,3,1,10,1,0,0,3.129473852,1
6935,7,1,2,3,1,0,0,0.410194792,1
6936,2,2,1,13,0,1,0,5.213309828,1
6937,11,2,2,2,1,0,0,0.667977599,1
6938,8,1,0,6,0,1,0,1.584495884,0
6939,7,0,0,1,0,0,1,0.73605299,0
6940,10,0,3,10,1,0,0,1.677986596,0
6941,9,0,5,10,0,0,1,1.85498586,0
6942,10,2,0,1,1,0,0,0.407247056,1
6943,7,2,0,1,1,0,0,0.691042146,1
6944,8,2,1,0,0,0,1,0.352029427,1
6945,8,2,0,2,1,0,0,0.388624711,1
6946,10,0,0,11,0,1,0,0.629946491,0
6947,10,3,1,1,0,0,1,0.337806595,0
6948,10,1,2,6,0,1,0,1.586513847,1
6949,0,7,3,8,0,1,0,4.401154025,1
6950,11,2,0,1,1,0,0,0.651037997,1
6951,9,1,1,9,1,0,0,0.937196374,0
6952,5,1,1,2,1,0,0,0.60652818,1
6953,10,1,0,8,0,0,1,1.500866369,1
6954,0,4,1,13,0,1,0,1.795845493,0
6955,5,0,0,10,0,1,0,0.89237215,0
6956,10,2,1,1,0,0,1,0.365878066,0
6957,10,1,0,1,1,0,0,0.822853164,0
6958,11,1,1,11,0,0,1,0.704479365,0
6959,8,0,0,0,1,0,0,0.816200798,0
6960,2,3,1,10,0,1,0,1.931181936,1
6961,1,4,7,2,0,1,0,18.58088339,1
6962,9,1,0,1,1,0,0,0.783909078,1
6963,6,4,1,14,0,1,0,5.10142639,1
6964,8,1,0,2,0,0,1,0.782599733,1
6965,12,1,1,10,0,1,0,1.146769615,0
6966,1,3,1,7,0,1,0,2.068616624,1
6967,4,9,1,11,0,1,0,5.18846596,0
6968,8,1,0,1,1,0,0,0.77463217,0
6969,11,0,1,1,0,1,0,0.676431271,1
6970,11,0,0,1,0,0,1,0.639226873,1
6971,12,1,1,8,0,1,0,1.591223846,0
6972,6,2,1,10,0,1,0,5.514415492,1
6973,8,2,0,1,0,0,1,0.528449914,1
6974,9,0,0,3,1,0,0,1.000357159,0
6975,2,4,1,9,0,1,0,4.733074893,0
6976,5,0,2,1,1,0,0,0.438043694,1
6977,7,2,2,1,1,0,0,0.368734471,1
6978,10,2,2,0,1,0,0,0.461123514,0
6979,11,0,0,0,0,0,1,0.853958696,1
6980,7,0,0,0,1,0,0,0.672372901,1
6981,3,4,1,12,1,0,0,3.393661947,1
6982,12,0,2,11,0,1,0,1.313879836,0
6983,11,0,0,8,0,1,0,1.313680653,0
6984,10,1,0,10,0,0,1,0.834199245,1
6985,7,0,0,2,1,0,0,0.728113192,1
6986,10,2,0,1,0,0,1,0.788675818,1
6987,4,1,1,11,0,1,0,0.821310974,0
6988,10,1,1,8,0,1,0,1.719740289,0
6989,6,2,0,0,1,0,0,0.571060805,0
6990,4,7,1,8,1,0,0,3.15297676,1
6991,10,2,0,11,0,1,0,0.994871443,1
6992,7,2,0,5,0,1,0,0.553596936,0
6993,10,1,2,6,0,1,0,1.952113329,0
6994,9,1,0,8,1,0,0,0.876623461,1
6995,1,3,2,12,0,1,0,5.883144895,0
6996,2,4,2,10,1,0,0,4.069542906,0
6997,10,0,1,4,1,0,0,0.646662086,1
6998,10,2,1,3,0,0,1,0.396658236,0
6999,9,1,2,11,0,0,1,0.731103839,0
7000,8,2,0,8,0,1,0,1.06605152,1
7001,9,3,0,0,1,0,0,0.832826511,0
7002,13,0,1,10,0,1,0,1.009224543,1
7003,10,3,1,0,0,1,0,0.858536138,1
7004,2,6,1,9,0,1,0,4.231868009,0
7005,4,7,0,10,0,1,0,4.215990417,0
7006,10,1,1,0,0,0,1,0.715405551,0
7007,1,4,8,2,0,0,1,11.05423431,0
7008,11,3,1,2,1,0,0,0.802111362,0
7009,10,3,0,0,1,0,0,0.613139006,1
7010,10,1,2,0,1,0,0,0.328163783,1
7011,7,1,3,10,0,1,0,1.7632819,0
7012,0,5,5,1,0,1,0,29.75821741,1
7013,11,0,0,1,1,0,0,0.693960509,0
7014,4,4,1,12,0,1,0,1.419503513,1
7015,2,5,1,10,1,0,0,1.067105502,1
7016,9,2,0,0,1,0,0,0.479732041,1
7017,6,3,3,10,0,1,0,2.838671516,0
7018,3,6,1,12,0,0,1,2.858054794,0
7019,8,0,0,1,1,0,0,0.582814561,0
7020,9,1,1,0,0,0,1,0.872439802,1
7021,9,1,1,2,0,0,1,0.369280825,1
7022,8,0,1,10,0,1,0,1.828998106,0
7023,13,2,0,0,0,0,1,0.66291067,0
7024,3,5,2,13,0,1,0,5.296270099,0
7025,0,2,4,2,0,1,0,10.02764744,0
7026,2,3,4,3,0,1,0,6.015147264,1
7027,11,0,0,0,1,0,0,0.638649874,1
7028,0,6,6,2,0,0,1,23.09242261,1
7029,8,0,2,0,1,0,0,0.893043223,1
7030,7,0,0,10,0,1,0,1.351975777,1
7031,12,0,0,7,0,1,0,1.144629152,0
7032,8,1,1,0,0,0,1,0.76190219,1
7033,11,1,0,12,0,1,0,1.849827567,0
7034,8,2,0,11,0,1,0,0.928822309,0
7035,4,6,0,12,1,0,0,5.797049052,0
7036,9,0,0,0,0,0,1,0.490990967,0
7037,7,0,2,8,1,0,0,0.552998944,0
7038,6,0,0,2,1,0,0,0.322302357,0
7039,9,1,0,12,0,1,0,0.546541609,0
7040,4,8,0,8,1,0,0,4.140851324,0
7041,6,1,2,9,1,0,0,1.953770094,1
7042,11,1,0,9,0,1,0,1.999092858,1
7043,4,2,1,12,0,1,0,5.15338258,1
7044,11,1,0,1,1,0,0,0.595297769,1
7045,10,1,1,10,0,1,0,1.549123681,0
7046,10,0,1,1,0,1,0,0.420058073,1
7047,8,2,0,10,0,1,0,1.805222526,0
7048,2,7,0,12,0,1,0,2.158109361,0
7049,10,0,1,1,1,0,0,0.442396952,0
7050,10,1,0,13,0,1,0,1.512093336,0
7051,1,3,2,10,0,1,0,2.111215361,0
7052,10,1,0,0,1,0,0,0.332060434,1
7053,7,0,1,4,0,0,1,0.766974117,0
7054,10,1,0,0,0,1,0,0.885125753,0
7055,8,1,1,11,0,1,0,0.596191872,0
7056,9,0,0,0,1,0,0,0.308198418,1
7057,0,3,3,1,0,1,0,21.98431125,1
7058,9,0,0,2,0,0,1,0.404843323,0
7059,4,2,3,0,1,0,0,0.317351919,1
7060,7,0,1,8,0,1,0,0.887222898,1
7061,10,0,1,8,0,1,0,1.325878318,1
7062,11,0,2,4,0,0,1,0.738845348,1
7063,10,2,2,0,1,0,0,0.349296093,0
7064,8,1,0,0,0,0,1,0.41755931,0
7065,9,0,0,0,1,0,0,0.892904461,0
7066,9,0,0,0,1,0,0,0.727293766,1
7067,12,0,0,0,1,0,0,0.577032034,1
7068,8,1,2,10,0,0,1,1.704998898,0
7069,10,1,1,12,0,1,0,0.893702538,1
7070,8,0,0,10,0,1,0,0.575557653,0
7071,6,1,1,1,1,0,0,0.587621806,1
7072,7,2,0,8,0,1,0,0.979944067,1
7073,0,5,2,11,0,1,0,1.782734088,1
7074,9,0,1,9,0,1,0,1.661883805,1
7075,2,5,1,11,0,1,0,1.39603502,1
7076,10,1,3,0,0,0,1,0.430640149,1
7077,3,2,2,12,0,1,0,5.272295584,0
7078,8,1,2,3,0,0,1,0.68718035,1
7079,11,0,0,0,1,0,0,0.559276417,1
7080,7,0,0,7,0,1,0,1.135736806,1
7081,9,2,3,8,0,1,0,1.756692625,0
7082,11,0,1,1,1,0,0,0.639849661,1
7083,2,6,4,2,0,0,1,29.46407614,1
7084,9,2,1,8,0,1,0,1.435290382,0
7085,8,1,0,0,1,0,0,0.360563302,1
7086,7,1,0,13,0,1,0,0.605249562,0
7087,6,1,1,1,0,0,1,0.81635519,1
7088,12,2,0,10,0,0,1,1.719776078,0
7089,3,6,0,13,1,0,0,2.585307792,0
7090,9,1,1,8,0,1,0,0.76676168,0
7091,9,2,2,3,0,0,1,0.651255387,1
7092,8,2,0,12,0,1,0,1.329029551,0
7093,10,1,2,10,0,1,0,1.547504893,0
7094,7,0,2,9,0,1,0,1.367592969,0
7095,11,1,2,1,0,0,1,0.389295676,1
7096,9,0,1,1,0,1,0,0.764822313,1
7097,9,1,1,8,0,0,1,0.745678052,0
7098,3,6,1,12,0,0,1,4.085896488,0
7099,6,2,1,11,0,1,0,1.117639997,1
7100,11,1,0,9,1,0,0,1.883985678,1
7101,2,5,10,5,0,1,0,11.08611455,1
7102,8,1,0,11,0,0,1,1.582221437,0
7103,9,0,2,8,0,1,0,0.552899456,0
7104,6,0,1,10,0,0,1,1.049558454,0
7105,9,1,0,0,0,0,1,0.468731958,1
7106,9,0,1,2,1,0,0,0.459176376,1
7107,11,1,1,5,1,0,0,0.650249242,0
7108,0,1,7,4,0,0,1,21.49097095,1
7109,6,1,2,6,0,1,0,0.60879279,1
7110,9,0,0,10,0,0,1,0.863689703,1
7111,7,2,3,10,0,1,0,2.220353477,0
7112,6,0,2,0,0,1,0,0.677936308,0
7113,8,0,2,0,1,0,0,0.474108017,1
7114,9,1,2,1,0,0,1,0.749558267,0
7115,8,1,1,1,1,0,0,0.434316489,1
7116,8,0,0,0,1,0,0,0.471170872,1
7117,0,2,7,3,0,1,0,18.13086837,1
7118,11,0,2,8,0,1,0,0.623273807,0
7119,8,2,0,0,1,0,0,0.863118258,0
7120,9,1,1,1,1,0,0,0.624874842,0
7121,8,1,0,9,1,0,0,0.957526344,0
7122,3,0,1,12,0,1,0,4.472736405,0
7123,0,4,0,8,0,1,0,5.034652708,0
7124,9,1,0,3,1,0,0,0.836413215,1
7125,12,1,1,14,0,1,0,1.951707281,0
7126,2,3,1,8,1,0,0,3.388952677,0
7127,10,0,1,9,0,1,0,0.654405208,0
7128,9,0,2,1,1,0,0,0.607162353,1
7129,9,4,1,12,0,1,0,1.886607029,1
7130,4,5,2,14,0,1,0,1.515699286,1
7131,10,0,1,2,0,0,1,0.430489266,1
7132,11,1,0,0,1,0,0,0.877128692,0
7133,6,2,2,2,0,0,1,0.500012186,0
7134,1,5,3,8,1,0,0,1.329278596,0
7135,1,2,1,11,0,1,0,2.612982124,1
7136,13,2,1,2,1,0,0,0.562371326,0
7137,2,8,3,13,0,1,0,2.168900167,1
7138,2,6,0,12,0,1,0,2.019946901,1
7139,9,0,1,2,0,0,1,0.803773226,1
7140,10,0,1,9,1,0,0,1.391124181,0
7141,1,10,4,1,0,1,0,26.88875311,1
7142,5,1,0,1,1,0,0,0.520969139,1
7143,0,6,7,5,0,1,0,12.63707974,0
7144,8,3,2,0,0,1,0,0.719424734,0
7145,11,0,0,3,1,0,0,0.821748778,0
7146,6,1,0,9,0,1,0,0.598894483,1
7147,8,1,2,8,0,1,0,1.19703476,0
7148,5,4,2,10,0,1,0,4.67693641,1
7149,1,2,8,4,0,1,0,25.02778926,0
7150,8,0,1,1,1,0,0,0.655983988,0
7151,12,0,4,9,0,1,0,1.948893307,1
7152,8,0,1,1,0,0,1,0.521072748,1
7153,9,1,3,9,0,1,0,1.690308734,0
7154,7,1,0,4,1,0,0,0.56146576,0
7155,3,1,2,11,1,0,0,1.039849519,1
7156,12,2,0,7,0,1,0,1.659125997,0
7157,2,3,0,11,1,0,0,2.406209286,1
7158,8,0,1,8,0,1,0,1.892762844,0
7159,3,5,1,10,0,1,0,3.878127346,1
7160,2,5,1,12,0,1,0,3.421510924,0
7161,8,2,1,10,0,0,1,0.913790152,1
7162,2,2,0,9,0,1,0,5.988584528,1
7163,6,4,0,10,0,1,0,1.284793556,0
7164,12,0,2,0,0,0,1,0.460898554,1
7165,10,3,0,2,0,0,1,0.783081627,0
7166,10,4,1,6,0,1,0,1.145263034,1
7167,10,2,1,0,0,0,1,0.889954678,1
7168,1,8,0,13,1,0,0,3.030269857,1
7169,10,0,4,7,0,1,0,0.855984274,0
7170,11,1,1,2,1,0,0,0.351842065,0
7171,5,1,1,0,1,0,0,0.612848912,1
7172,0,5,5,3,0,1,0,11.95058556,1
7173,7,0,1,9,1,0,0,1.683993989,0
7174,7,2,1,3,1,0,0,0.325404716,0
7175,5,3,3,8,0,1,0,2.392115412,1
7176,1,6,5,3,0,1,0,16.19655081,1
7177,4,6,0,13,0,1,0,1.281362805,1
7178,5,0,1,1,0,0,1,0.317027776,0
7179,10,1,1,1,1,0,0,0.609401259,1
7180,8,1,2,11,0,1,0,1.484876062,0
7181,9,3,1,6,0,1,0,1.823710516,1
7182,8,2,1,10,0,0,1,0.723178741,0
7183,10,4,2,2,1,0,0,0.380959161,0
7184,9,0,1,8,0,1,0,1.063975113,0
7185,9,0,1,6,0,0,1,0.775523843,0
7186,2,3,2,12,1,0,0,2.211130398,1
7187,9,1,1,9,0,0,1,0.76727572,1
7188,8,1,1,0,1,0,0,0.713412985,0
7189,11,2,2,2,1,0,0,0.337978887,0
7190,8,0,1,8,0,1,0,1.303579307,1
7191,2,2,3,12,0,0,1,4.079353165,0
7192,9,1,0,2,0,0,1,0.816253395,0
7193,11,2,2,1,0,1,0,0.813239046,0
7194,1,0,0,11,0,1,0,5.741185579,1
7195,8,2,1,0,0,1,0,0.569536521,1
7196,7,1,0,5,1,0,0,0.857782277,0
7197,10,1,0,2,0,0,1,0.850034562,0
7198,1,2,0,9,1,0,0,1.048156178,0
7199,5,0,0,0,1,0,0,0.799040801,1
7200,2,3,1,12,0,1,0,5.60816686,0
7201,4,4,1,12,0,1,0,1.956383753,0
7202,2,3,1,12,0,1,0,3.187459571,0
7203,5,2,0,10,1,0,0,5.382988111,1
7204,12,0,0,2,1,0,0,0.859960014,0
7205,9,1,2,9,0,1,0,1.621793382,0
7206,7,2,2,9,0,1,0,1.050190523,1
7207,11,4,0,9,0,1,0,1.652560831,1
7208,9,0,0,0,0,0,1,0.866608571,1
7209,11,1,1,2,0,0,1,0.590473111,0
7210,6,2,2,3,1,0,0,0.646902372,0
7211,12,0,0,0,0,0,1,0.589748608,1
7212,0,3,6,4,0,1,0,7.214528748,1
7213,3,3,0,14,0,1,0,2.610119488,0
7214,2,3,0,12,0,1,0,5.427901977,1
7215,10,0,0,0,1,0,0,0.788523082,1
7216,8,1,1,8,0,1,0,0.732718811,0
7217,11,0,2,8,0,1,0,1.08413355,1
7218,1,4,2,10,0,1,0,1.203952342,1
7219,4,9,1,11,0,1,0,5.380863378,0
7220,10,1,4,8,0,1,0,1.035116289,0
7221,0,6,1,12,1,0,0,2.16009057,1
7222,9,0,1,11,0,1,0,0.502379108,1
7223,7,1,1,8,0,0,1,1.323194698,0
7224,12,0,0,1,1,0,0,0.656071901,1
7225,3,4,2,11,0,1,0,3.347604727,1
7226,7,2,1,0,0,0,1,0.362990856,1
7227,7,1,0,1,0,1,0,0.538185893,1
7228,10,2,3,8,0,1,0,0.643529846,1
7229,3,2,0,10,0,1,0,5.320987691,1
7230,7,4,4,2,0,0,1,0.863408689,1
7231,9,0,0,0,0,1,0,0.876993072,0
7232,7,0,1,1,1,0,0,0.709922887,0
7233,0,5,2,3,0,1,0,19.37290913,1
7234,4,7,0,11,0,1,0,5.819507058,1
7235,1,4,2,11,0,1,0,2.204096341,1
7236,3,5,1,11,0,1,0,2.250744142,1
7237,1,3,2,11,1,0,0,2.386797675,1
7238,8,0,1,1,1,0,0,0.344284108,1
7239,10,3,2,9,0,0,1,0.897836389,0
7240,6,4,0,10,0,1,0,2.089760456,0
7241,10,0,0,1,1,0,0,0.583539907,1
7242,7,2,0,2,1,0,0,0.45330581,0
7243,2,3,6,4,0,1,0,17.80786735,1
7244,8,1,0,9,0,0,1,0.584166297,0
7245,2,5,3,13,0,1,0,4.185493695,0
7246,6,5,1,10,1,0,0,5.356942443,1
7247,6,0,2,1,1,0,0,0.52864763,1
7248,8,2,1,3,1,0,0,0.709805249,1
7249,8,0,2,9,1,0,0,1.388380923,1
7250,2,3,0,13,0,1,0,4.209122374,1
